pillar,themes,macro_goal,mg_code,fy_numeric,fy_label,value,status
Key Enablers,"Governance 2.0: Reform, Perform and Transform",Good Governance Index Rank (within group A),GVM1,2025,2024-25,1,Recommended_2030
Key Enablers,"Governance 2.0: Reform, Perform and Transform",Good Governance Index Rank (within group A),GVM1,2026,2025-26,1,Recommended_2030
Key Enablers,"Governance 2.0: Reform, Perform and Transform",Good Governance Index Rank (within group A),GVM1,2027,2026-27,1,Recommended_2030
Key Enablers,"Governance 2.0: Reform, Perform and Transform",Good Governance Index Rank (within group A),GVM1,2028,2027-28,1,Recommended_2030
Key Enablers,"Governance 2.0: Reform, Perform and Transform",Good Governance Index Rank (within group A),GVM1,2029,2028-29,1,Recommended_2030
Key Enablers,"Governance 2.0: Reform, Perform and Transform",Good Governance Index Rank (within group A),GVM1,2030,2029-30,1,Recommended_2030
Key Enablers,"Governance 2.0: Reform, Perform and Transform",SDG Index Performance Rankings,GVM2,2024,2023-24,9,Recommended_2030
Key Enablers,"Governance 2.0: Reform, Perform and Transform",SDG Index Performance Rankings,GVM2,2025,2024-25,6.2402,Recommended_2030
Key Enablers,"Governance 2.0: Reform, Perform and Transform",SDG Index Performance Rankings,GVM2,2026,2025-26,4.3267,Recommended_2030
Key Enablers,"Governance 2.0: Reform, Perform and Transform",SDG Index Performance Rankings,GVM2,2027,2026-27,3,Recommended_2030
Key Enablers,"Governance 2.0: Reform, Perform and Transform",SDG Index Performance Rankings,GVM2,2028,2027-28,2.0801,Recommended_2030
Key Enablers,"Governance 2.0: Reform, Perform and Transform",SDG Index Performance Rankings,GVM2,2029,2028-29,1.4422,Recommended_2030
Key Enablers,"Governance 2.0: Reform, Perform and Transform",SDG Index Performance Rankings,GVM2,2030,2029-30,1,Recommended_2030
Key Enablers,"Governance 2.0: Reform, Perform and Transform",National E-service delivery ranking (within group A),GVM3,2021,2020-21,10,Recommended_2030
Key Enablers,"Governance 2.0: Reform, Perform and Transform",National E-service delivery ranking (within group A),GVM3,2022,2021-22,9.2588,Recommended_2030
Key Enablers,"Governance 2.0: Reform, Perform and Transform",National E-service delivery ranking (within group A),GVM3,2023,2022-23,8.5724,Recommended_2030
Key Enablers,"Governance 2.0: Reform, Perform and Transform",National E-service delivery ranking (within group A),GVM3,2024,2023-24,7.937,Recommended_2030
Key Enablers,"Governance 2.0: Reform, Perform and Transform",National E-service delivery ranking (within group A),GVM3,2025,2024-25,7.3487,Recommended_2030
Key Enablers,"Governance 2.0: Reform, Perform and Transform",National E-service delivery ranking (within group A),GVM3,2026,2025-26,6.804,Recommended_2030
Key Enablers,"Governance 2.0: Reform, Perform and Transform",National E-service delivery ranking (within group A),GVM3,2027,2026-27,6.2996,Recommended_2030
Key Enablers,"Governance 2.0: Reform, Perform and Transform",National E-service delivery ranking (within group A),GVM3,2028,2027-28,5.8327,Recommended_2030
Key Enablers,"Governance 2.0: Reform, Perform and Transform",National E-service delivery ranking (within group A),GVM3,2029,2028-29,5.4003,Recommended_2030
Key Enablers,"Governance 2.0: Reform, Perform and Transform",National E-service delivery ranking (within group A),GVM3,2030,2029-30,5,Recommended_2030
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Life expectancy (years),HM1,2024,2023-24,70.4,Recommended_2030
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Life expectancy (years),HM1,2025,2024-25,71.4593,Recommended_2030
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Life expectancy (years),HM1,2026,2025-26,72.5346,Recommended_2030
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Life expectancy (years),HM1,2027,2026-27,73.626,Recommended_2030
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Life expectancy (years),HM1,2028,2027-28,74.7338,Recommended_2030
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Life expectancy (years),HM1,2029,2028-29,75.8584,Recommended_2030
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Life expectancy (years),HM1,2030,2029-30,76.9998,Recommended_2030
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Maternal Mortality Ratio (per lakh live births),HM2,2023,2022-23,51,Recommended_2030
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Maternal Mortality Ratio (per lakh live births),HM2,2024,2023-24,49.2603,Recommended_2030
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Maternal Mortality Ratio (per lakh live births),HM2,2025,2024-25,47.58,Recommended_2030
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Maternal Mortality Ratio (per lakh live births),HM2,2026,2025-26,45.957,Recommended_2030
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Maternal Mortality Ratio (per lakh live births),HM2,2027,2026-27,44.3894,Recommended_2030
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Maternal Mortality Ratio (per lakh live births),HM2,2028,2027-28,42.8752,Recommended_2030
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Maternal Mortality Ratio (per lakh live births),HM2,2029,2028-29,41.4127,Recommended_2030
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Maternal Mortality Ratio (per lakh live births),HM2,2030,2029-30,40.0001,Recommended_2030
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Infant Mortality Rate (per 1000 live births),HM3,2024,2023-24,20,Recommended_2030
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Infant Mortality Rate (per 1000 live births),HM3,2025,2024-25,17.1675,Recommended_2030
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Infant Mortality Rate (per 1000 live births),HM3,2026,2025-26,14.7361,Recommended_2030
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Infant Mortality Rate (per 1000 live births),HM3,2027,2026-27,12.6491,Recommended_2030
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Infant Mortality Rate (per 1000 live births),HM3,2028,2027-28,10.8577,Recommended_2030
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Infant Mortality Rate (per 1000 live births),HM3,2029,2028-29,9.3199,Recommended_2030
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Infant Mortality Rate (per 1000 live births),HM3,2030,2029-30,8,Recommended_2030
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Out-of-Pocket Expenditure (as % of Total Health Expenditure),HM4,2022,2021-22,35,Recommended_2030
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Out-of-Pocket Expenditure (as % of Total Health Expenditure),HM4,2023,2022-23,31.4826,Recommended_2030
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Out-of-Pocket Expenditure (as % of Total Health Expenditure),HM4,2024,2023-24,28.3188,Recommended_2030
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Out-of-Pocket Expenditure (as % of Total Health Expenditure),HM4,2025,2024-25,25.4728,Recommended_2030
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Out-of-Pocket Expenditure (as % of Total Health Expenditure),HM4,2026,2025-26,22.9129,Recommended_2030
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Out-of-Pocket Expenditure (as % of Total Health Expenditure),HM4,2027,2026-27,20.6103,Recommended_2030
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Out-of-Pocket Expenditure (as % of Total Health Expenditure),HM4,2028,2027-28,18.539,Recommended_2030
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Out-of-Pocket Expenditure (as % of Total Health Expenditure),HM4,2029,2028-29,16.6759,Recommended_2030
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Out-of-Pocket Expenditure (as % of Total Health Expenditure),HM4,2030,2029-30,15.0001,Recommended_2030
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Doctors per 10000 population,HM5,2023,2022-23,13,Recommended_2030
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Doctors per 10000 population,HM5,2024,2023-24,13.2685,Recommended_2030
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Doctors per 10000 population,HM5,2025,2024-25,13.5425,Recommended_2030
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Doctors per 10000 population,HM5,2026,2025-26,13.8222,Recommended_2030
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Doctors per 10000 population,HM5,2027,2026-27,14.1077,Recommended_2030
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Doctors per 10000 population,HM5,2028,2027-28,14.3991,Recommended_2030
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Doctors per 10000 population,HM5,2029,2028-29,14.6964,Recommended_2030
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Doctors per 10000 population,HM5,2030,2029-30,15,Recommended_2030
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Nurses and midwives per 10000,HM6,2023,2022-23,16.6,Recommended_2030
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Nurses and midwives per 10000,HM6,2024,2023-24,18.8223,Recommended_2030
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Nurses and midwives per 10000,HM6,2025,2024-25,21.3421,Recommended_2030
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Nurses and midwives per 10000,HM6,2026,2025-26,24.1992,Recommended_2030
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Nurses and midwives per 10000,HM6,2027,2026-27,27.4388,Recommended_2030
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Nurses and midwives per 10000,HM6,2028,2027-28,31.1122,Recommended_2030
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Nurses and midwives per 10000,HM6,2029,2028-29,35.2772,Recommended_2030
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Nurses and midwives per 10000,HM6,2030,2029-30,39.9999,Recommended_2030
Empowered Citizen - Living Well,Healthcare and Nutrition for all,No. of Ayush Professionals,HM7,2024,2023-24,60998,Recommended_2030
Empowered Citizen - Living Well,Healthcare and Nutrition for all,No. of Ayush Professionals,HM7,2025,2024-25,66236.3252,Recommended_2030
Empowered Citizen - Living Well,Healthcare and Nutrition for all,No. of Ayush Professionals,HM7,2026,2025-26,71924.5021,Recommended_2030
Empowered Citizen - Living Well,Healthcare and Nutrition for all,No. of Ayush Professionals,HM7,2027,2026-27,78101.1626,Recommended_2030
Empowered Citizen - Living Well,Healthcare and Nutrition for all,No. of Ayush Professionals,HM7,2028,2027-28,84808.2562,Recommended_2030
Empowered Citizen - Living Well,Healthcare and Nutrition for all,No. of Ayush Professionals,HM7,2029,2028-29,92091.3348,Recommended_2030
Empowered Citizen - Living Well,Healthcare and Nutrition for all,No. of Ayush Professionals,HM7,2030,2029-30,99999.8623,Recommended_2030
Thriving Economy - Earning Well,Industries of the Future,"Growth in value of goods exported ($, nominal)",INM2,2025,2024-25,116.3,Recommended_2030
Thriving Economy - Earning Well,Industries of the Future,"Growth in value of goods exported ($, nominal)",INM2,2026,2025-26,155.6889,Recommended_2030
Thriving Economy - Earning Well,Industries of the Future,"Growth in value of goods exported ($, nominal)",INM2,2027,2026-27,208.4183,Recommended_2030
Thriving Economy - Earning Well,Industries of the Future,"Growth in value of goods exported ($, nominal)",INM2,2028,2027-28,279.0063,Recommended_2030
Thriving Economy - Earning Well,Industries of the Future,"Growth in value of goods exported ($, nominal)",INM2,2029,2028-29,373.5012,Recommended_2030
Thriving Economy - Earning Well,Industries of the Future,"Growth in value of goods exported ($, nominal)",INM2,2030,2029-30,500.0001,Recommended_2030
Empowered Citizen - Living Well,Nari Shakti: Women-led Development,% women age 15-49 years who are anaemic,NSM2,2020,2019-20,57.5,Recommended_2030
Empowered Citizen - Living Well,Nari Shakti: Women-led Development,% women age 15-49 years who are anaemic,NSM2,2021,2020-21,56.1077,Recommended_2030
Empowered Citizen - Living Well,Nari Shakti: Women-led Development,% women age 15-49 years who are anaemic,NSM2,2022,2021-22,54.7491,Recommended_2030
Empowered Citizen - Living Well,Nari Shakti: Women-led Development,% women age 15-49 years who are anaemic,NSM2,2023,2022-23,53.4234,Recommended_2030
Empowered Citizen - Living Well,Nari Shakti: Women-led Development,% women age 15-49 years who are anaemic,NSM2,2024,2023-24,52.1298,Recommended_2030
Empowered Citizen - Living Well,Nari Shakti: Women-led Development,% women age 15-49 years who are anaemic,NSM2,2025,2024-25,50.8675,Recommended_2030
Empowered Citizen - Living Well,Nari Shakti: Women-led Development,% women age 15-49 years who are anaemic,NSM2,2026,2025-26,49.6358,Recommended_2030
Empowered Citizen - Living Well,Nari Shakti: Women-led Development,% women age 15-49 years who are anaemic,NSM2,2027,2026-27,48.434,Recommended_2030
Empowered Citizen - Living Well,Nari Shakti: Women-led Development,% women age 15-49 years who are anaemic,NSM2,2028,2027-28,47.2612,Recommended_2030
Empowered Citizen - Living Well,Nari Shakti: Women-led Development,% women age 15-49 years who are anaemic,NSM2,2029,2028-29,46.1168,Recommended_2030
Empowered Citizen - Living Well,Nari Shakti: Women-led Development,% women age 15-49 years who are anaemic,NSM2,2030,2029-30,45.0001,Recommended_2030
Empowered Citizen - Living Well,Nari Shakti: Women-led Development,"Number of crimes against women per 1,00,000 population",NSM3,2025,2024-25,22.93,Recommended_2030
Empowered Citizen - Living Well,Nari Shakti: Women-led Development,"Number of crimes against women per 1,00,000 population",NSM3,2026,2025-26,4.8789,Recommended_2030
Empowered Citizen - Living Well,Nari Shakti: Women-led Development,"Number of crimes against women per 1,00,000 population",NSM3,2027,2026-27,1.0381,Recommended_2030
Empowered Citizen - Living Well,Nari Shakti: Women-led Development,"Number of crimes against women per 1,00,000 population",NSM3,2028,2027-28,0.2209,Recommended_2030
Empowered Citizen - Living Well,Nari Shakti: Women-led Development,"Number of crimes against women per 1,00,000 population",NSM3,2029,2028-29,0.047,Recommended_2030
Empowered Citizen - Living Well,Nari Shakti: Women-led Development,"Number of crimes against women per 1,00,000 population",NSM3,2030,2029-30,0.01,Recommended_2030
Empowered Citizen - Living Well,Nari Shakti: Women-led Development,% of seats held by women in state legislation,NSM4,2025,2024-25,7.69,Recommended_2030
Empowered Citizen - Living Well,Nari Shakti: Women-led Development,% of seats held by women in state legislation,NSM4,2026,2025-26,8.9036,Recommended_2030
Empowered Citizen - Living Well,Nari Shakti: Women-led Development,% of seats held by women in state legislation,NSM4,2027,2026-27,10.3087,Recommended_2030
